,h3_9,age_20,age_20_30,age_30_40,age_40_60,age_60,male,female,car_owners,carsharing_user,not_citizen_rf,public_trnsprt_user,healthy_food_inter,salary_1,salary_2,salary_3,salary_4,salary_5
23661,891181b6337ffff,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3
23662,891115b4d7bffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
23663,892d45c3083ffff,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
23664,89110604e07ffff,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0
23665,891106112d3ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
23666,8911aa70223ffff,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
23667,8921456c9b7ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
23668,892d45b864bffff,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
23669,89113324823ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23670,8911a90348fffff,0,0,27,1,0,2,27,1,0,28,0,0,0,1,1,0,0
23671,8910a812803ffff,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0
23672,8911aa70b93ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
23673,89110610c23ffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23674,8911063a417ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
23675,892d6820a3bffff,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
23676,891181a020fffff,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
23677,89316cc5947ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
23678,890bb035247ffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
23679,891f6917207ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
23680,891f7358dcbffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23681,892122a050fffff,0,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0
23682,891f73cd147ffff,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
23683,8911aa79d2bffff,0,5,0,0,0,5,0,5,0,5,0,0,0,0,0,0,5
23684,891104b8e7bffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
23685,89110460e8fffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
23686,891f7352dc7ffff,0,0,9,0,0,9,0,0,9,9,0,0,0,0,0,9,0
23687,891106cc37bffff,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
23688,892c7641477ffff,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
23689,8911aa46d9bffff,0,0,24,0,0,24,0,0,0,24,0,0,0,24,0,0,0
23690,8910a289a6bffff,0,0,0,25,0,25,0,0,0,25,0,0,0,0,0,25,0
23691,8910a8024cfffff,0,0,0,9,0,9,0,9,0,9,0,0,0,9,0,0,0
23692,8910a323337ffff,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
23693,890bb2c1cb3ffff,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
23694,8910d268233ffff,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2
23695,890b96a74dbffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
23696,890bb030da3ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23697,8911907656bffff,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
23698,89206130d53ffff,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
23699,8911067a3a7ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23700,891106083c7ffff,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0
23701,8911063132bffff,0,0,2,0,1,0,3,0,0,2,2,0,0,0,0,0,2
23702,890b9a76cc7ffff,0,0,0,9,0,0,9,9,0,9,0,0,9,0,0,0,0
23703,891181370b3ffff,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
23704,8910c2298d7ffff,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
23705,8911062aec7ffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
23706,892d706b1bbffff,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
23707,8911061516fffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23708,8911062a3bbffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
23709,89110e064afffff,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
23710,892122a0517ffff,0,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0
23711,891106a9073ffff,0,0,4,0,5,4,5,5,0,4,0,0,9,0,0,0,0
23712,8910d9a452bffff,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
23713,8911ad09d2bffff,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0
23714,89113127357ffff,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
23715,891181a0653ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23716,89110610a57ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23717,891030b0e17ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23718,890b060480fffff,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0
23719,891106cc233ffff,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
23720,892d7288b63ffff,0,0,1,11,3,9,6,5,0,6,0,0,9,1,0,0,0
23721,8911065300bffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
23722,89118390443ffff,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23723,89110631543ffff,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
23724,8911028f107ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
23725,8911061216fffff,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23726,8911aa51d7bffff,0,0,10,0,0,10,0,10,10,0,0,10,0,0,0,0,10
23727,892d5687343ffff,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0
23728,891196ace77ffff,0,0,15,0,0,0,15,15,0,0,0,0,15,0,0,0,0
23729,89110685847ffff,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
23730,891181a506fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23731,8910c264d83ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
23732,8910a81ab7bffff,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
23733,892d706b337ffff,0,1,0,14,0,1,14,14,0,15,1,0,0,14,1,0,0
23734,8910a81034fffff,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23735,892d70d96cbffff,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23736,891f7352dcbffff,0,0,3,0,0,3,0,0,3,3,0,0,0,0,0,3,0
23737,8911aa4e867ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23738,8911aa61e8bffff,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
23739,8911b532073ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23740,890b9a66443ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23741,891181b6ec7ffff,0,0,0,58,0,58,0,58,58,0,0,0,0,0,0,0,58
23742,892d45d6a73ffff,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
23743,891f7357087ffff,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0
23744,89176cb6d7bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
23745,89118d2c317ffff,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
23746,891104d4583ffff,0,0,0,3,0,3,0,3,0,3,0,0,0,0,3,0,0
23747,892541cc097ffff,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0
23748,890b0241543ffff,0,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0
23749,8911acb487bffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
23750,891188d19abffff,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
23751,891106d29a7ffff,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
23752,8911023286bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23753,891106aae6fffff,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0
23754,8910a812e53ffff,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
23755,891181ac8d7ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23756,8911aa72477ffff,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0
23757,8911a8d583bffff,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23758,8910ac99447ffff,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
23759,8911060694fffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
23760,892d440dcc7ffff,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
23761,891104cd24fffff,0,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,0
23762,890b86658d7ffff,0,0,0,8,0,8,0,0,0,8,0,0,8,0,0,0,0
23763,890bb0ab17bffff,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
23764,892d7185973ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23765,8911a96827bffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
23766,8910d14b1dbffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23767,8910a8034dbffff,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23768,8910dc91887ffff,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
23769,8911b10181bffff,0,0,1,3,0,1,3,3,0,4,0,0,0,1,0,0,3
23770,8911aa6919bffff,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0
23771,891016776a3ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23772,89110454aa3ffff,4,0,0,0,0,4,0,4,4,4,0,0,0,4,0,0,0
23773,89110206473ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23774,8910aa43593ffff,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
23775,89110629eb3ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
23776,89118e19ccbffff,0,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,0
23777,89110474e1bffff,0,0,0,1,1,0,2,1,1,1,0,0,1,0,0,1,0
23778,8911aa28923ffff,0,0,0,16,0,0,16,16,16,0,0,0,0,0,0,16,0
23779,89110602673ffff,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
23780,890bb030db3ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23781,892d4418e83ffff,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0
23782,89118520c77ffff,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
23783,89101673313ffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
23784,891181a0623ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
23785,891104d6147ffff,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
23786,8910c699a43ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23787,891106b1c6fffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23788,8911317b31bffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
23789,892d728a253ffff,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,4,0
23790,8925716e127ffff,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,4
23791,8910ab2c19bffff,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
23792,891133209abffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23793,891106cc02bffff,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
23794,891f7351c73ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23795,8910f1a9033ffff,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23796,8911988d08bffff,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23797,8910f05a46fffff,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0
23798,89110620bd3ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
23799,8911030c5dbffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
23800,89119a8e633ffff,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23801,8911aa61acfffff,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
23802,8910a07310fffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
23803,89118e4668fffff,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,6
23804,89111551a57ffff,0,0,12,0,0,0,12,0,0,0,12,0,0,0,0,12,0
23805,8911328d82fffff,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0
23806,890b221832bffff,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,5
23807,891106aa32fffff,0,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,0
23808,89113176c57ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23809,89101672ed3ffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
23810,8910ac8da4bffff,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0
23811,891100d364bffff,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
23812,8911311894bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23813,892d48ad0cfffff,0,0,0,13,0,0,13,13,0,0,0,0,13,0,0,0,0
23814,891111d1acfffff,0,0,0,4,0,0,4,4,0,0,0,0,4,0,0,0,0
23815,892121a6447ffff,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0
23816,8910a81ac37ffff,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
23817,891106c900fffff,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
23818,8911aa3034fffff,0,0,0,67,0,0,67,0,0,67,0,0,67,0,0,0,0
23819,89110418613ffff,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
23820,89113169d4bffff,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0
23821,890bb030913ffff,0,0,0,0,4,0,4,4,0,4,0,0,4,0,0,0,0
23822,89110600803ffff,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
23823,8911030c3abffff,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0
23824,890b9a66453ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23825,892d4418a83ffff,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0
23826,89118c8988fffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
23827,890b0241323ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
23828,89108142c77ffff,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
23829,8911063b3afffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
23830,890bb022137ffff,0,0,54,0,0,54,0,54,0,0,0,0,0,0,0,54,0
23831,89119393573ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23832,8911064403bffff,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2
23833,8911aa86b9bffff,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
23834,892d7059537ffff,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
23835,8910aa5184bffff,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
23836,8911310a503ffff,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
23837,890bb07a847ffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23838,891106a8427ffff,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
23839,891106c8d67ffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
23840,8911aa0da1bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
23841,89111543683ffff,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
23842,892d6d5a207ffff,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
23843,8911066a4dbffff,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
23844,891104c4997ffff,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
23845,891131285cbffff,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23846,892d7351d0fffff,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
23847,89119ec8a37ffff,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
23848,8910f132c9bffff,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
23849,892141984afffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
23850,8911060e42fffff,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
23851,891160ce023ffff,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,3,0
23852,892d728b183ffff,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,2,0
23853,8910a80c003ffff,0,0,2,0,0,0,2,2,2,0,0,0,0,0,2,0,0
23854,89111148367ffff,0,0,0,3,0,0,3,0,3,3,0,0,3,0,0,0,0
23855,892d704f573ffff,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
23856,892d4405b37ffff,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0
23857,89103670da7ffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
23858,890bb0326a7ffff,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
23859,892d4095a67ffff,0,0,8,0,0,0,8,8,0,0,0,0,0,8,0,0,0
23860,8910168cea3ffff,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
23861,8911936ec67ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23862,891106d6267ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
23863,89119424623ffff,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,2,0
23864,89110612223ffff,0,0,8,0,0,8,0,8,0,0,0,0,8,0,0,0,0
23865,8911060d2bbffff,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,2,0
23866,89118193533ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23867,8911060468bffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
23868,8910decdeb7ffff,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0
23869,891160c809bffff,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
23870,8911aa6034fffff,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0
23871,89216e4b667ffff,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0
23872,8911819736bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23873,891106132d3ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
23874,89118cd146bffff,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0
23875,8910de19637ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23876,8910f1aa8d7ffff,0,0,0,0,0,0,62,0,0,0,0,0,0,62,0,0,0
23877,8911aa7019bffff,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0
23878,8910a89307bffff,0,0,18,0,0,18,0,0,0,18,0,0,0,18,0,0,0
23879,890a91cd63bffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
23880,8911067a1a7ffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
23881,892d4d8091bffff,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
23882,89108142b83ffff,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0
23883,891106ccc8fffff,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
23884,89101678ccbffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23885,8911818e513ffff,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
23886,890b0920093ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23887,8911061a1a7ffff,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0
23888,892d69a6e53ffff,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
23889,890b86658d3ffff,0,0,0,41,0,41,0,0,0,41,0,0,41,0,0,0,0
23890,8911aa4aa2fffff,0,0,0,0,3,0,3,3,0,3,0,0,3,0,0,0,0
23891,8911aa755c7ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23892,89212351483ffff,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0
23893,891106aaaa3ffff,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0
23894,8910c228323ffff,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23895,8910dc9228fffff,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23896,891106290c7ffff,0,0,1,2,0,1,2,0,0,2,0,0,2,0,0,0,0
23897,891f73dac53ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23898,8910a80c0a3ffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
23899,891f6ca7557ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23900,8910c69830fffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23901,8910b478537ffff,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
23902,891106c1a7bffff,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,2
23903,89110601aa3ffff,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
23904,891f7352c47ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
23905,892d721022bffff,0,0,5,3,0,8,0,0,0,0,0,0,3,1,0,4,0
23906,8911337ad13ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
23907,8911aaa49bbffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
23908,8911aa61d17ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
23909,891181b5897ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23910,89113020e57ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
23911,89110604e0bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23912,89110610ebbffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23913,890a9a22107ffff,0,0,0,0,6,0,6,0,0,6,0,0,6,0,0,0,0
23914,8911312ae93ffff,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
23915,891181a808fffff,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
23916,89118e45197ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
23917,891181a4077ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23918,89108e4c957ffff,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23919,8910f0d044bffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
23920,892d56875dbffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23921,89113326ba3ffff,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
23922,891106a4563ffff,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0
23923,89110664437ffff,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
23924,89110481067ffff,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
23925,8911063916fffff,0,0,4,0,0,4,0,4,0,4,0,0,0,4,0,0,0
23926,890b8616903ffff,0,0,9,0,0,0,9,0,9,0,0,0,0,0,9,0,0
23927,891104d4113ffff,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23928,8910a80e9dbffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
23929,8911061b0cfffff,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23930,8910c6991a7ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23931,89119ec312bffff,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
23932,8910181ae47ffff,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0
23933,891106989afffff,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
23934,892d440c5d7ffff,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23935,8911aa4ca8bffff,0,0,0,0,25,0,25,0,0,25,0,0,25,0,0,0,0
23936,8911812ed77ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23937,8911a8c74a7ffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
23938,892573a46d7ffff,0,0,0,0,16,16,0,16,0,0,0,0,16,0,0,0,0
23939,891132120afffff,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23940,8911068b6c3ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
23941,89100e08a23ffff,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23942,891033d29c7ffff,0,0,0,13,0,13,0,0,0,13,0,0,13,0,0,0,0
23943,891106ba22bffff,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
23944,891054b2287ffff,0,0,0,0,54,54,0,0,0,0,0,0,54,0,0,0,0
23945,891106426abffff,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,2
23946,8910f0d0447ffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
23947,8910d9a63cfffff,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
23948,89113212073ffff,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23949,891131cc8c7ffff,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23950,8911aa61cb3ffff,0,0,41,0,0,0,41,0,0,0,0,0,41,0,0,0,0
23951,891f69b9a37ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23952,891106a41cfffff,0,0,1,0,1,0,2,1,1,2,0,0,0,0,0,1,1
23953,892d7320bcfffff,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,0,0
23954,891106cc88bffff,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
23955,8910dc90003ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23956,8910a3cde13ffff,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0
23957,8911ab5805bffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23958,891106aaabbffff,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0
